"NO","PACKAGING TYPE","PO NO.","ITEM NO.","BRAND","BATERY TYPE","CELL GRADE","ITEM REMARK 1","REMARK","DESTINATION","ORDER QTY","CR DATE","CURRENCY","PRICE","SALES AMOUNT","CR MONTH","SALES MONTH","TERM","STANDARD PRICE","STOCK WAREHOUSE","STOCK IN TRANSIT","JAN QTY","JAN AMT","FEB QTY","FEB AMT","MAR QTY","MAR AMT","APR QTY","APR AMT","MAY QTY","MAY AMT","JUN QTY","JUN AMT","JUL QTY","JUL AMT","AUG QTY","AUG AMT","SEP QTY","SEP AMT","OCT QTY","OCT AMT","NOV AMT","NOV AMT","DES AMT","DES AMT"
"678","BLISTER LR6 (4B) FU","'SEND JUNE  O/F","10920","SONY PLUS D LR6 4B WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","111552","02-JUN-18","US$","0.1181","13174.2912","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"679","BLISTER LR6 (4B) FU","'EI18-037","10920","SONY PLUS D LR6 4B WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","12288","23-MAR-18","US$","0.1181","1451.2128","3","4","FOB","0","12,288","0","0","0","0","0","12,288","1,451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"680","BLISTER LR6 (4B) FU","'YOSHIDA A18-03-02","83970","FJ PREMIUM EU LR6 4B","LR6","G08NC","02. Global B to C","","0","40960","20-APR-18","US$","0.13","5324.8","4","4","FOB","0","0","0","0","0","0","0","0","0","0","0","40,960","5,325","0","0","215,300","27,989","0","0","0","0","0","0","0","0","0","0"
"681","BLISTER LR6 (4B) FU","'FI/18-020","84450","FJ HIGH POWER EU LR6 4B","LR6","G06NC","02. Global B to C","OVERSEAS - FJ ASIA","0","20480","28-FEB-18","US$","0.125","2560","2","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"682","BLISTER LR6 (4B) FU","'FI/18-032","84450","FJ HIGH POWER EU LR6 4B","LR6","G06NC","02. Global B to C","OVERSEAS - FJ ASIA","0","61440","17-MAY-18","US$","0.125","7680","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","61,440","7,680","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"683","BLISTER LR6 (4B) FU","'FI/18-017","86300","FJ UNIVERSAL POWER EU LR6 4B","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","4480","28-FEB-18","US$","0.11","492.8","2","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"684","BLISTER LR6 (4B) FU","'FI/18-020","86300","FJ UNIVERSAL POWER EU LR6 4B","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","593920","28-FEB-18","US$","0.11","65331.2","2","3","FOB","0","0","0","0","0","0","0","368,640","40,550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"685","BLISTER LR6 (4B) FU","'YOSHIDA A18-03-02","86300","FJ UNIVERSAL POWER EU LR6 4B","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","20480","20-APR-18","US$","0.11","2252.8","4","4","FOB","0","0","0","0","0","0","0","0","0","0","0","20,480","2,253","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"686","BLISTER LR6 (4B) FU","'INQ USUI E18-03-01","86300","FJ UNIVERSAL POWER EU LR6 4B","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","307200","31-JUL-18","US$","0.11","33792","7","8","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"687","BLISTER LR6 (4B) FU","'FI/18-032","86300","FJ UNIVERSAL POWER EU LR6 4B","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","1003520","17-MAY-18","US$","0.11","110387.2","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","997,440","109,718","6,080","669","0","0","0","0","0","0","0","0","0","0","0","0"
"688","BLISTER LR6 (4B) FU","'FI/18-044","86300","FJ UNIVERSAL POWER EU LR6 4B","LR6","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","25600","05-APR-18","US$","0.11","2816","4","4","FOB","0","0","0","0","0","0","0","0","0","25,600","2,816","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"689","BLISTER LR6 (4B) FU","'FI/18-003","86303","FJ UNIVERSAL POWER ASIA LR6 4B","LR6","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","34560","07-FEB-18","US$","0.11","3801.6","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"690","BLISTER LR6 (4B) FU","'FI/18-028","86303","FJ UNIVERSAL POWER ASIA LR6 4B","LR6","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","23040","17-MAY-18","US$","0.11","2534.4","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","23,040","2,534","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"691","BLISTER LR1 (1B)","'EI18-057","11180","SONY PLUS LR1 1B","LR1","C1","05. SONY","FDK E - SONY SEND","0","2400","26-APR-18","US$","0.2995","718.8","4","4","FOB","0","0","0","0","0","0","0","0","0","0","0","2,400","719","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"692","BLISTER LR1 (1B)","'FI/18-020","86560","FJ UNIVERSAL POWER EU LR1 1B","LR1","C","02. Global B to C","OVERSEAS - FJ ASIA","0","7200","28-FEB-18","US$","0.2292","1650.24","2","3","FOB","0","0","0","0","0","0","0","7,200","1,650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"693","BLISTER LR1 (1B)","'FI/18-044","86560","FJ UNIVERSAL POWER EU LR1 1B","LR1","C","02. Global B to C","OVERSEAS - FJ ASIA","0","1000","05-APR-18","US$","0.2292","229.2","4","4","FOB","0","0","0","0","0","0","0","0","0","1,000","229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"694","BLISTER LR1 (2B)FU","'EI18-003","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","FDK E - SONY STAMINA","0","3200","01-FEB-18","US$","0.1985","635.2","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"695","BLISTER LR1 (2B)FU","'EI18-007","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","FDK E - SONY STAMINA","0","3200","08-FEB-18","US$","0.1985","635.2","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"696","BLISTER LR1 (2B)FU","'EI18-022","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","FDK E - SONY STAMINA","0","1600","14-FEB-18","US$","0.1985","317.6","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"697","BLISTER LR1 (2B)FU","'EI18-024","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","FDK E - SONY STAMINA","0","1600","21-FEB-18","US$","0.1985","317.6","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"698","BLISTER LR1 (2B)FU","'EI18-039","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","FDK E - SONY STAMINA","0","1600","08-MAR-18","US$","0.1985","317.6","3","3","FOB","0","0","0","0","0","0","0","1,600","318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"699","BLISTER LR1 (2B)FU","'EI18-042","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","FDK E - SONY STAMINA","0","3200","15-MAR-18","US$","0.1985","635.2","3","3","FOB","0","0","0","0","0","0","0","3,200","635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"700","BLISTER LR1 (2B)FU","'EI18-043","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","FDK E - SONY STAMINA","0","3200","22-MAR-18","US$","0.1985","635.2","3","3","FOB","0","0","0","0","0","0","0","3,200","635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"701","BLISTER LR1 (2B)FU","'EI18-048","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","FDK E - SONY STAMINA","0","11200","05-APR-18","US$","0.1985","2223.2","4","4","FOB","0","0","0","0","0","0","0","0","0","11,200","2,223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"702","BLISTER LR1 (2B)FU","'EI18-058","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","","0","8000","12-APR-18","US$","0.1985","1588","4","4","FOB","0","0","0","0","0","0","0","0","0","8,000","1,588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"703","BLISTER LR1 (2B)FU","'EI18-047","55434","SONY STAMINA LR1 2B","LR1","C","05. SONY","FDK E - SONY STAMINA","0","1600","28-MAR-18","US$","0.1985","317.6","3","4","FOB","0","0","1,600","0","0","0","0","1,600","318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"704","BLISTER LR03 (1Bx12)","'EI18-021","11210","SONY PLUS D LR03 1BX12 ULA","LR03","C1","05. SONY","FDK E - SONY SEND","0","67392","27-FEB-18","US$","0.099","6671.808","2","2","FOB","0","0","0","0","0","0","0","67,392","6,672","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"705","BLISTER LR03 (1Bx12)","'SEND MAY O/F","11210","SONY PLUS D LR03 1BX12 ULA","LR03","C1","05. SONY","FDK E - SONY SEND","0","72576","23-MAY-18","US$","0.099","7185.024","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","72,576","7,185","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"706","BLISTER LR03 (1Bx12)","'SEND JUL  O/F","11210","SONY PLUS D LR03 1BX12 ULA","LR03","C1","05. SONY","FDK E - SONY SEND","0","49248","20-JUL-18","US$","0.099","4875.552","7","7","FOB","0","0","0","0","0","0","0","0","0","0","0","49,248","4,876","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"707","BLISTER LR03 (1Bx12)","'SEND JUNE  O/F","11210","SONY PLUS D LR03 1BX12 ULA","LR03","C1","05. SONY","FDK E - SONY SEND","0","57024","02-JUN-18","US$","0.099","5645.376","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","57,024","5,645","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"708","BLISTER LR03 (1Bx12)","'EI18-056","11210","SONY PLUS D LR03 1BX12 ULA","LR03","C1","05. SONY","FDK E - SONY SEND","0","23328","11-APR-18","US$","0.099","2309.472","4","4","FOB","0","0","0","0","0","0","0","0","0","23,328","2,309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"709","BLISTER LR6 (1Bx12)","'EI18-021","11200","SONY PLUS D LR6 1BX12 ULA","LR6","C1","05. SONY","FDK E - SONY SEND","0","176256","27-FEB-18","US$","0.1219","21485.6064","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"710","BLISTER LR6 (1Bx12)","'EI18-029","11200","SONY PLUS D LR6 1BX12 ULA","LR6","C1","05. SONY","FDK E - SONY SEND","0","25920","14-MAR-18","US$","0.1219","3159.648","3","3","FOB","0","0","0","0","0","0","0","25,920","3,160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"711","BLISTER LR6 (1Bx12)","'SEND MAY O/F","11200","SONY PLUS D LR6 1BX12 ULA","LR6","C1","05. SONY","FDK E - SONY SEND","0","75168","23-MAY-18","US$","0.1219","9162.9792","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","75,168","9,163","0","0","0","0","0","0","0","0","0","0","0","0"
"712","BLISTER LR6 (1Bx12)","'SEND JUNE  O/F","11200","SONY PLUS D LR6 1BX12 ULA","LR6","C1","05. SONY","FDK E - SONY SEND","0","139968","02-JUN-18","US$","0.1219","17062.0992","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"713","BLISTER LR6 (1Bx12)","'SEND JUL  O/F","11200","SONY PLUS D LR6 1BX12 ULA","LR6","C1","05. SONY","FDK E - SONY SEND","0","186624","20-JUL-18","US$","0.1219","22749.4656","7","7","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"714","BLISTER LR6 (1Bx12)","'EI18-055","11200","SONY PLUS D LR6 1BX12 ULA","LR6","C1","05. SONY","FDK E - SONY SEND","0","64800","10-APR-18","US$","0.1219","7899.12","4","4","FOB","0","0","0","0","0","0","0","0","0","64,800","7,899","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"715","BLISTER LR6 (1Bx12)","'EI18-056","11200","SONY PLUS D LR6 1BX12 ULA","LR6","C1","05. SONY","FDK E - SONY SEND","0","108864","11-APR-18","US$","0.1219","13270.5216","4","4","FOB","0","0","0","0","0","0","0","0","0","108,864","13,271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"716","BLISTER LR6 (20B)","'FI/18-021","95000","FJ UNIVERSAL POWER EU LR6 20B","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","388800","22-MAR-18","US$","0.1136","44167.68","3","3","FOB","0","0","0","0","0","0","0","388,800","44,168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"717","BLISTER LR03 (8B)","'FI/18-021","99680","FJ UNIVERSAL POWER EU LR03 20B","LR03","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","190080","22-MAR-18","US$","0.0844","16042.752","3","3","FOB","0","0","0","0","0","0","0","86,400","7,292","103,680","8,751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"718","BLISTER LR03 (8B)","'FI/18-032","99680","FJ UNIVERSAL POWER EU LR03 20B","LR03","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","34560","17-MAY-18","US$","0.0844","2916.864","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","34,560","2,917","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"719","BLISTER LR03 (8B)","'FI/18-021","98390","FJ UNIVERSAL POWER EU LR03 8B","LR03","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","307200","22-MAR-18","US$","0.0885","27187.2","3","4","FOB","0","61,440","0","0","0","0","0","307,200","27,187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"720","BLISTER LR03 (8B)","'INQ USUI E18-03-01","98390","FJ UNIVERSAL POWER EU LR03 8B","LR03","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","122880","27-JUN-18","US$","0.0885","10874.88","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","122,880","10,875","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"721","BLISTER LR03 (8B)","'FI/18-032","98390","FJ UNIVERSAL POWER EU LR03 8B","LR03","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","645120","17-MAY-18","US$","0.0885","57093.12","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","645,120","57,093","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"722","BLISTER LR6 (8B)","'FI/18-020","94990","FJ UNIVERSAL POWER EU LR6 8B","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","706560","28-FEB-18","US$","0.0949","67052.544","2","3","FOB","0","0","0","0","0","0","0","430,080","40,815","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"723","BLISTER LR6 (8B)","'INQ USUI E18-03-01","94990","FJ UNIVERSAL POWER EU LR6 8B","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","245760","27-JUN-18","US$","0.0949","23322.624","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"724","BLISTER LR6 (8B)","'FI/18-032","94990","FJ UNIVERSAL POWER EU LR6 8B","LR6","C1","02. Global B to C","OVERSEAS - FJ EUROPE","0","568320","17-MAY-18","US$","0.0949","53933.568","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","387,696","36,792","180,624","17,141","0","0","0","0","0","0","0","0","0","0","0","0"
"725","BLISTER LR03 (4B+2)","'FI/18-017","97583","FJ UNVERSAL PWR ASIA LR03 4B+2","LR03","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","17280","28-FEB-18","US$","0.0949","1639.872","2","3","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"726","BLISTER LR03 (4B+2)","'YOSHIDA A18-03-02","97583","FJ UNVERSAL PWR ASIA LR03 4B+2","LR03","C1","02. Global B to C","","0","31104","30-MAY-18","US$","0.0949","2951.7696","5","6","FOB","0","0","0","0","0","0","0","0","0","0","0","31,104","2,952","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"727","BLISTER LR03 (4B+2)","'FI/18-044","97583","FJ UNVERSAL PWR ASIA LR03 4B+2","LR03","C1","02. Global B to C","OVERSEAS - FJ ASIA","0","21600","05-APR-18","US$","0.0949","2049.84","4","4","FOB","0","0","0","0","0","0","0","0","0","21,600","2,050","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"728","BLISTER LR6 (4B+2)","'EI18-013","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","44928","19-FEB-18","US$","0.1177","5288.0256","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"729","BLISTER LR6 (4B+2)","'EI18-014","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","69120","26-FEB-18","US$","0.1177","8135.424","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"730","BLISTER LR6 (4B+2)","'EI18-016","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","13824","19-FEB-18","US$","0.1177","1627.0848","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"731","BLISTER LR6 (4B+2)","'EI18-033","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","3456","16-MAR-18","US$","0.1177","406.7712","3","3","FOB","0","0","0","0","0","0","0","3,456","407","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"732","BLISTER LR6 (4B+2)","'EI18-034","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","34560","16-MAR-18","US$","0.1177","4067.712","3","3","FOB","0","0","0","0","0","0","0","34,560","4,068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"733","BLISTER LR6 (4B+2)","'EI18-035","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","34560","19-MAR-18","US$","0.1177","4067.712","3","3","FOB","0","0","0","0","0","0","0","34,560","4,068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"734","BLISTER LR6 (4B+2)","'SEND MAY O/F","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","30672","23-MAY-18","US$","0.1177","3610.0944","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","30,672","3,610","0","0","0","0","0","0","0","0","0","0","0","0"
"735","BLISTER LR6 (4B+2)","'SEND JUNE  O/F","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","79056","02-JUN-18","US$","0.1177","9304.8912","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","78,432","9,231","0","0","0","0","0","0","0","0","0","0","0","0"
"736","BLISTER LR6 (4B+2)","'SEND JUL  O/F","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","72144","20-JUL-18","US$","0.1177","8491.3488","7","7","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"737","BLISTER LR6 (4B+2)","'EI18-037","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","62208","23-MAR-18","US$","0.1177","7321.8816","3","4","FOB","0","62,208","0","0","0","0","0","62,208","7,322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"738","BLISTER LR6 (4B+2)","'EI18-040","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","48384","03-APR-18","US$","0.1177","5694.7968","4","4","FOB","0","48,384","0","0","0","0","0","48,384","5,695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"739","BLISTER LR6 (4B+2)","'EI18-053","10930","SONY PLUS D LR6 4B+2 WW","LR6","C1","05. SONY","FDK E - SONY SEND","0","20736","18-APR-18","US$","0.1177","2440.6272","4","4","FOB","0","0","0","0","0","0","0","0","0","20,736","2,441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"740","BULK LR6","'FIENR18-014","23571","ENERGIZER HTR ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN HI-TECH","0","148800","09-FEB-18","US$","0.1147","17067.36","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"741","BULK LR6","'FIENR18-022","23571","ENERGIZER HTR ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN HI-TECH","0","178560","29-MAR-18","US$","0.1147","20480.832","3","4","FOB","0","0","0","0","0","0","0","89,280","10,240","89,280","10,240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"742","BULK LR6","'MAY O/F","23571","ENERGIZER HTR ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN HI-TECH","0","267840","20-APR-18","US$","0.1147","30721.248","4","4","FOB","0","0","0","0","0","0","0","0","0","182,400","20,921","85,440","9,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"743","BULK LR6","'MAY O/F","23571","ENERGIZER HTR ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN HI-TECH","0","267840","24-MAY-18","US$","0.1147","30721.248","5","5","FOB","0","0","0","0","0","0","0","0","0","0","0","267,840","30,721","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"744","BULK LR6","'MAY O/F","23571","ENERGIZER HTR ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN HI-TECH","0","297600","26-JUN-18","US$","0.1147","34134.72","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","297,600","34,135","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"745","BULK LR6","'JUL  O/F","23571","ENERGIZER HTR ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN HI-TECH","0","327360","20-JUL-18","US$","0.1147","37548.192","7","7","FOB","0","0","0","0","0","0","0","0","0","0","0","327,360","37,548","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"746","BULK LR6","'FIENR18-024","23571","ENERGIZER HTR ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN HI-TECH","0","208320","17-APR-18","US$","0.1147","23894.304","4","4","FOB","0","0","0","0","0","0","0","0","0","208,320","23,894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"747","BULK LR6","'FIENR18-014","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN XI19","0","267840","09-FEB-18","US$","0.1147","30721.248","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"748","BULK LR6","'FIENR18-020","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN XI19","0","327360","23-FEB-18","US$","0.1147","37548.192","2","2","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"749","BULK LR6","'FIENR18-022","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR XI19 KOREA","0","476160","29-MAR-18","US$","0.1147","54615.552","3","4","FOB","0","0","0","0","0","0","0","476,160","54,616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"750","BULK LR6","'JUL O/F","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN XI19","0","148800","13-JUL-18","US$","0.1147","17067.36","7","7","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","148,800","17,067","0","0","0","0","0","0","0","0","0","0","0","0"
"751","BULK LR6","'JUN O/F","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN XI19","0","148800","13-JUN-18","US$","0.1147","17067.36","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","148,800","17,067","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"752","BULK LR6","'MAY O/F","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN XI19","0","29760","23-APR-18","US$","0.1147","3413.472","4","4","FOB","0","0","0","0","0","0","0","0","0","29,760","3,413","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"753","BULK LR6","'MAY O/F","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN XI19","0","208320","23-MAY-18","US$","0.1147","23894.304","5","5","FOB","0","0","0","0","0","0","0","0","0","208,320","23,894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"754","BULK LR6","'MAY O/F","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN XI19","0","119040","26-JUN-18","US$","0.1147","13653.888","6","6","FOB","0","0","0","0","0","0","0","0","0","0","0","119,040","13,654","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"755","BULK LR6","'MAY O/F","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR SIN XI19","0","119040","20-JUL-18","US$","0.1147","13653.888","7","7","FOB","0","0","0","0","0","0","0","0","0","0","0","0","0","119,040","13,654","0","0","0","0","0","0","0","0","0","0","0","0"
"756","BULK LR6","'KOREA JUL O/F","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR XI19 KOREA","0","297600","05-JUL-18","US$","0.1147","34134.72","7","7","FOB","0","0","0","0","0","0","0","0","0","0","0","291,840","33,474","5,760","661","0","0","0","0","0","0","0","0","0","0","0","0"
"757","BULK LR6","'KOREA MAY O/F","23581","ENERGIZER X91 ASIA LR6 BULK","LR6","G08NC","11. ENERGIZER","FDKE - ENR XI19 KOREA","0","1101120","18-APR-18","US$","0.1147","126298.464","4","4","FOB","0","0","0","0","0","0","0","0","0","1,101,120","126,298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
